Category,Quality,Country,Year,Cases
Irish Whiskey,Premium,DF Spain,2014,1725
Irish Whiskey,Premium,DF Spain,2015,1515
Irish Whiskey,Premium,DF Spain,2016,2165
Irish Whiskey,Premium,Ukraine,1990,
Irish Whiskey,Premium,Ukraine,1991,
Irish Whiskey,Premium,Ukraine,1992,
Irish Whiskey,Premium,Ukraine,1993,
Irish Whiskey,Premium,Ukraine,1994,
Irish Whiskey,Premium,Ukraine,1995,
Irish Whiskey,Premium,Ukraine,1996,
Irish Whiskey,Premium,Ukraine,1997,
Irish Whiskey,Premium,Ukraine,1998,
Irish Whiskey,Premium,Ukraine,1999,
Irish Whiskey,Premium,Ukraine,2000,
Irish Whiskey,Premium,Ukraine,2001,
Irish Whiskey,Premium,Ukraine,2002,
Irish Whiskey,Premium,Ukraine,2003,
Irish Whiskey,Premium,Ukraine,2004,
Irish Whiskey,Premium,Ukraine,2005,
Irish Whiskey,Premium,Ukraine,2006,
Irish Whiskey,Premium,Ukraine,2007,
Irish Whiskey,Premium,Ukraine,2008,1000
Irish Whiskey,Premium,Ukraine,2009,700
Irish Whiskey,Premium,Ukraine,2010,1250
Irish Whiskey,Premium,Ukraine,2011,2750
Irish Whiskey,Premium,Ukraine,2012,4250
Irish Whiskey,Premium,Ukraine,2013,4750
Irish Whiskey,Premium,Ukraine,2014,3050
Irish Whiskey,Premium,Ukraine,2015,2050
Irish Whiskey,Premium,Ukraine,2016,1750
Irish Whiskey,Premium,Latvia,1990,0
Irish Whiskey,Premium,Latvia,1991,0
Irish Whiskey,Premium,Latvia,1992,0
Irish Whiskey,Premium,Latvia,1993,0
Irish Whiskey,Premium,Latvia,1994,0
Irish Whiskey,Premium,Latvia,1995,0
Irish Whiskey,Premium,Latvia,1996,0
Irish Whiskey,Premium,Latvia,1997,0
Irish Whiskey,Premium,Latvia,1998,0
Irish Whiskey,Premium,Latvia,1999,0
Irish Whiskey,Premium,Latvia,2000,0
Irish Whiskey,Premium,Latvia,2001,0
Irish Whiskey,Premium,Latvia,2002,120
Irish Whiskey,Premium,Latvia,2003,200
Irish Whiskey,Premium,Latvia,2004,150
Irish Whiskey,Premium,Latvia,2005,250
Irish Whiskey,Premium,Latvia,2006,500
Irish Whiskey,Premium,Latvia,2007,550
Irish Whiskey,Premium,Latvia,2008,750
Irish Whiskey,Premium,Latvia,2009,150
Irish Whiskey,Premium,Latvia,2010,100
Irish Whiskey,Premium,Latvia,2011,850
Irish Whiskey,Premium,Latvia,2012,860
Irish Whiskey,Premium,Latvia,2013,1340
Irish Whiskey,Premium,Latvia,2014,1370
Irish Whiskey,Premium,Latvia,2015,1830
Irish Whiskey,Premium,Latvia,2016,1750
Irish Whiskey,Premium,Japan,1990,2250
Irish Whiskey,Premium,Japan,1991,1750
Irish Whiskey,Premium,Japan,1992,1750
Irish Whiskey,Premium,Japan,1993,1500
Irish Whiskey,Premium,Japan,1994,1350
Irish Whiskey,Premium,Japan,1995,1200
Irish Whiskey,Premium,Japan,1996,2400
Irish Whiskey,Premium,Japan,1997,2300
Irish Whiskey,Premium,Japan,1998,1600
Irish Whiskey,Premium,Japan,1999,9350
Irish Whiskey,Premium,Japan,2000,8550
Irish Whiskey,Premium,Japan,2001,7400
Irish Whiskey,Premium,Japan,2002,3300
Irish Whiskey,Premium,Japan,2003,1500
Irish Whiskey,Premium,Japan,2004,1200
Irish Whiskey,Premium,Japan,2005,1210
Irish Whiskey,Premium,Japan,2006,1450
Irish Whiskey,Premium,Japan,2007,1700
Irish Whiskey,Premium,Japan,2008,1700
Irish Whiskey,Premium,Japan,2009,1700
Irish Whiskey,Premium,Japan,2010,1950
Irish Whiskey,Premium,Japan,2011,1700
Irish Whiskey,Premium,Japan,2012,1950
Irish Whiskey,Premium,Japan,2013,2400
Irish Whiskey,Premium,Japan,2014,2300
Irish Whiskey,Premium,Japan,2015,2650
Irish Whiskey,Premium,Japan,2016,1750
Irish Whiskey,Premium,DF Rest of Africa,1990,
Irish Whiskey,Premium,DF Rest of Africa,1991,
Irish Whiskey,Premium,DF Rest of Africa,1992,
Irish Whiskey,Premium,DF Rest of Africa,1993,
Irish Whiskey,Premium,DF Rest of Africa,1994,
Irish Whiskey,Premium,DF Rest of Africa,1995,
Irish Whiskey,Premium,DF Rest of Africa,1996,
Irish Whiskey,Premium,DF Rest of Africa,1997,
Irish Whiskey,Premium,DF Rest of Africa,1998,
Irish Whiskey,Premium,DF Rest of Africa,1999,
Irish Whiskey,Premium,DF Rest of Africa,2000,1725
Irish Whiskey,Premium,DF Rest of Africa,2001,975
Irish Whiskey,Premium,DF Rest of Africa,2002,475
Irish Whiskey,Premium,DF Rest of Africa,2003,325
Irish Whiskey,Premium,DF Rest of Africa,2004,225
Irish Whiskey,Premium,DF Rest of Africa,2005,200
Irish Whiskey,Premium,DF Rest of Africa,2006,275
Irish Whiskey,Premium,DF Rest of Africa,2007,250
Irish Whiskey,Premium,DF Rest of Africa,2008,950
Irish Whiskey,Premium,DF Rest of Africa,2009,550
Irish Whiskey,Premium,DF Rest of Africa,2010,1400
Irish Whiskey,Premium,DF Rest of Africa,2011,1675
Irish Whiskey,Premium,DF Rest of Africa,2012,1595
Irish Whiskey,Premium,DF Rest of Africa,2013,1075
Irish Whiskey,Premium,DF Rest of Africa,2014,1625
Irish Whiskey,Premium,DF Rest of Africa,2015,1275
Irish Whiskey,Premium,DF Rest of Africa,2016,1750
Irish Whiskey,Premium,Finland,1990,0
Irish Whiskey,Premium,Finland,1991,0
Irish Whiskey,Premium,Finland,1992,0
Irish Whiskey,Premium,Finland,1993,0
Irish Whiskey,Premium,Finland,1994,50
Irish Whiskey,Premium,Finland,1995,0
Irish Whiskey,Premium,Finland,1996,0
Irish Whiskey,Premium,Finland,1997,0
Irish Whiskey,Premium,Finland,1998,250
Irish Whiskey,Premium,Finland,1999,400
Irish Whiskey,Premium,Finland,2000,1200
Irish Whiskey,Premium,Finland,2001,1700
Irish Whiskey,Premium,Finland,2002,2000
Irish Whiskey,Premium,Finland,2003,1800
Irish Whiskey,Premium,Finland,2004,1800
Irish Whiskey,Premium,Finland,2005,1850
Irish Whiskey,Premium,Finland,2006,2000
Irish Whiskey,Premium,Finland,2007,2000
Irish Whiskey,Premium,Finland,2008,1750
Irish Whiskey,Premium,Finland,2009,1500
Irish Whiskey,Premium,Finland,2010,1350
Irish Whiskey,Premium,Finland,2011,1400
Irish Whiskey,Premium,Finland,2012,1500
Irish Whiskey,Premium,Finland,2013,1500
Irish Whiskey,Premium,Finland,2014,1250
Irish Whiskey,Premium,Finland,2015,1750
Irish Whiskey,Premium,Finland,2016,1750
Irish Whiskey,Premium,DF Turkey,1990,
Irish Whiskey,Premium,DF Turkey,1991,
Irish Whiskey,Premium,DF Turkey,1992,
Irish Whiskey,Premium,DF Turkey,1993,
Irish Whiskey,Premium,DF Turkey,1994,
Irish Whiskey,Premium,DF Turkey,1995,
Irish Whiskey,Premium,DF Turkey,1996,
Irish Whiskey,Premium,DF Turkey,1997,
Irish Whiskey,Premium,DF Turkey,1998,
Irish Whiskey,Premium,DF Turkey,1999,
Irish Whiskey,Premium,DF Turkey,2000,150
Irish Whiskey,Premium,DF Turkey,2001,200
Irish Whiskey,Premium,DF Turkey,2002,200
Irish Whiskey,Premium,DF Turkey,2003,250
Irish Whiskey,Premium,DF Turkey,2004,225
Irish Whiskey,Premium,DF Turkey,2005,175
Irish Whiskey,Premium,DF Turkey,2006,100
Irish Whiskey,Premium,DF Turkey,2007,100
Irish Whiskey,Premium,DF Turkey,2008,250
Irish Whiskey,Premium,DF Turkey,2009,275
Irish Whiskey,Premium,DF Turkey,2010,550
Irish Whiskey,Premium,DF Turkey,2011,795
Irish Whiskey,Premium,DF Turkey,2012,1010
Irish Whiskey,Premium,DF Turkey,2013,1015
Irish Whiskey,Premium,DF Turkey,2014,1125
Irish Whiskey,Premium,DF Turkey,2015,975
Irish Whiskey,Premium,DF Turkey,2016,1450
Irish Whiskey,Premium,DF Czech Republic,1990,
Irish Whiskey,Premium,DF Czech Republic,1991,
Irish Whiskey,Premium,DF Czech Republic,1992,
Irish Whiskey,Premium,DF Czech Republic,1993,
Irish Whiskey,Premium,DF Czech Republic,1994,
Irish Whiskey,Premium,DF Czech Republic,1995,
Irish Whiskey,Premium,DF Czech Republic,1996,
Irish Whiskey,Premium,DF Czech Republic,1997,
Irish Whiskey,Premium,DF Czech Republic,1998,
Irish Whiskey,Premium,DF Czech Republic,1999,
Irish Whiskey,Premium,DF Czech Republic,2000,
Irish Whiskey,Premium,DF Czech Republic,2001,
Irish Whiskey,Premium,DF Czech Republic,2002,150
Irish Whiskey,Premium,DF Czech Republic,2003,25
Irish Whiskey,Premium,DF Czech Republic,2004,10
Irish Whiskey,Premium,DF Czech Republic,2005,120
Irish Whiskey,Premium,DF Czech Republic,2006,60
Irish Whiskey,Premium,DF Czech Republic,2007,100
Irish Whiskey,Premium,DF Czech Republic,2008,475
Irish Whiskey,Premium,DF Czech Republic,2009,400
Irish Whiskey,Premium,DF Czech Republic,2010,525
Irish Whiskey,Premium,DF Czech Republic,2011,520
Irish Whiskey,Premium,DF Czech Republic,2012,930
Irish Whiskey,Premium,DF Czech Republic,2013,670
Irish Whiskey,Premium,DF Czech Republic,2014,775
Irish Whiskey,Premium,DF Czech Republic,2015,825
Irish Whiskey,Premium,DF Czech Republic,2016,1350
Irish Whiskey,Premium,DF Netherlands,1990,
Irish Whiskey,Premium,DF Netherlands,1991,
Irish Whiskey,Premium,DF Netherlands,1992,
Irish Whiskey,Premium,DF Netherlands,1993,
Irish Whiskey,Premium,DF Netherlands,1994,1450
Irish Whiskey,Premium,DF Netherlands,1995,1975
Irish Whiskey,Premium,DF Netherlands,1996,2225
Irish Whiskey,Premium,DF Netherlands,1997,2225
Irish Whiskey,Premium,DF Netherlands,1998,3975
Irish Whiskey,Premium,DF Netherlands,1999,1590
Irish Whiskey,Premium,DF Netherlands,2000,750
Irish Whiskey,Premium,DF Netherlands,2001,750
Irish Whiskey,Premium,DF Netherlands,2002,750
Irish Whiskey,Premium,DF Netherlands,2003,575
Irish Whiskey,Premium,DF Netherlands,2004,425
Irish Whiskey,Premium,DF Netherlands,2005,400
Irish Whiskey,Premium,DF Netherlands,2006,975
Irish Whiskey,Premium,DF Netherlands,2007,1300
Irish Whiskey,Premium,DF Netherlands,2008,1500
Irish Whiskey,Premium,DF Netherlands,2009,2025
Irish Whiskey,Premium,DF Netherlands,2010,2225
Irish Whiskey,Premium,DF Netherlands,2011,1315
Irish Whiskey,Premium,DF Netherlands,2012,1275
Irish Whiskey,Premium,DF Netherlands,2013,970
Irish Whiskey,Premium,DF Netherlands,2014,760
Irish Whiskey,Premium,DF Netherlands,2015,950
Irish Whiskey,Premium,DF Netherlands,2016,1310
Irish Whiskey,Premium,Spain,1990,
Irish Whiskey,Premium,Spain,1991,
Irish Whiskey,Premium,Spain,1992,
Irish Whiskey,Premium,Spain,1993,
Irish Whiskey,Premium,Spain,1994,250
Irish Whiskey,Premium,Spain,1995,250
Irish Whiskey,Premium,Spain,1996,250
Irish Whiskey,Premium,Spain,1997,250
Irish Whiskey,Premium,Spain,1998,250
Irish Whiskey,Premium,Spain,1999,250
Irish Whiskey,Premium,Spain,2000,250
Irish Whiskey,Premium,Spain,2001,250
Irish Whiskey,Premium,Spain,2002,250
Irish Whiskey,Premium,Spain,2003,250
Irish Whiskey,Premium,Spain,2004,1750
Irish Whiskey,Premium,Spain,2005,2000
Irish Whiskey,Premium,Spain,2006,1500
Irish Whiskey,Premium,Spain,2007,1500
Irish Whiskey,Premium,Spain,2008,2250
Irish Whiskey,Premium,Spain,2009,2500
Irish Whiskey,Premium,Spain,2010,2000
Irish Whiskey,Premium,Spain,2011,2000
Irish Whiskey,Premium,Spain,2012,2000
Irish Whiskey,Premium,Spain,2013,1500
Irish Whiskey,Premium,Spain,2014,1250
Irish Whiskey,Premium,Spain,2015,1500
Irish Whiskey,Premium,Spain,2016,1300
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1990,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1991,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1992,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1993,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1994,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1995,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1996,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1997,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1998,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,1999,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2000,
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2001,850
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2002,575
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2003,440
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2004,450
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2005,475
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2006,525
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2007,525
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2008,850
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2009,825
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2010,1250
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2011,825
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2012,1050
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2013,855
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2014,975
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2015,1250
Irish Whiskey,Premium,DF Rest of Central & Eastern Europe,2016,1300
Irish Whiskey,Premium,DF Belgium/Luxembourg,1990,
Irish Whiskey,Premium,DF Belgium/Luxembourg,1991,
Irish Whiskey,Premium,DF Belgium/Luxembourg,1992,
Irish Whiskey,Premium,DF Belgium/Luxembourg,1993,
Irish Whiskey,Premium,DF Belgium/Luxembourg,1994,1950
Irish Whiskey,Premium,DF Belgium/Luxembourg,1995,1700
Irish Whiskey,Premium,DF Belgium/Luxembourg,1996,1750
Irish Whiskey,Premium,DF Belgium/Luxembourg,1997,1725
Irish Whiskey,Premium,DF Belgium/Luxembourg,1998,1400
Irish Whiskey,Premium,DF Belgium/Luxembourg,1999,900
Irish Whiskey,Premium,DF Belgium/Luxembourg,2000,425
Irish Whiskey,Premium,DF Belgium/Luxembourg,2001,200
Irish Whiskey,Premium,DF Belgium/Luxembourg,2002,690
Irish Whiskey,Premium,DF Belgium/Luxembourg,2003,425
Irish Whiskey,Premium,DF Belgium/Luxembourg,2004,300
Irish Whiskey,Premium,DF Belgium/Luxembourg,2005,225
Irish Whiskey,Premium,DF Belgium/Luxembourg,2006,475
Irish Whiskey,Premium,DF Belgium/Luxembourg,2007,400
Irish Whiskey,Premium,DF Belgium/Luxembourg,2008,375
Irish Whiskey,Premium,DF Belgium/Luxembourg,2009,425
Irish Whiskey,Premium,DF Belgium/Luxembourg,2010,225
Irish Whiskey,Premium,DF Belgium/Luxembourg,2011,275
Irish Whiskey,Premium,DF Belgium/Luxembourg,2012,460
Irish Whiskey,Premium,DF Belgium/Luxembourg,2013,1050
Irish Whiskey,Premium,DF Belgium/Luxembourg,2014,1575
Irish Whiskey,Premium,DF Belgium/Luxembourg,2015,1210
Irish Whiskey,Premium,DF Belgium/Luxembourg,2016,1295
Irish Whiskey,Premium,Switzerland,1990,0
Irish Whiskey,Premium,Switzerland,1991,0
Irish Whiskey,Premium,Switzerland,1992,0
Irish Whiskey,Premium,Switzerland,1993,0
Irish Whiskey,Premium,Switzerland,1994,0
Irish Whiskey,Premium,Switzerland,1995,0
Irish Whiskey,Premium,Switzerland,1996,0
Irish Whiskey,Premium,Switzerland,1997,0
Irish Whiskey,Premium,Switzerland,1998,0
Irish Whiskey,Premium,Switzerland,1999,50
Irish Whiskey,Premium,Switzerland,2000,50
Irish Whiskey,Premium,Switzerland,2001,50
Irish Whiskey,Premium,Switzerland,2002,200
Irish Whiskey,Premium,Switzerland,2003,250
Irish Whiskey,Premium,Switzerland,2004,250
Irish Whiskey,Premium,Switzerland,2005,250
Irish Whiskey,Premium,Switzerland,2006,500
Irish Whiskey,Premium,Switzerland,2007,500
Irish Whiskey,Premium,Switzerland,2008,500
Irish Whiskey,Premium,Switzerland,2009,700
Irish Whiskey,Premium,Switzerland,2010,1050
Irish Whiskey,Premium,Switzerland,2011,1050
Irish Whiskey,Premium,Switzerland,2012,650
Irish Whiskey,Premium,Switzerland,2013,1150
Irish Whiskey,Premium,Switzerland,2014,1300
Irish Whiskey,Premium,Switzerland,2015,1250
Irish Whiskey,Premium,Switzerland,2016,1250
Irish Whiskey,Premium,Italy,1990,0
Irish Whiskey,Premium,Italy,1991,0
Irish Whiskey,Premium,Italy,1992,0
Irish Whiskey,Premium,Italy,1993,0
Irish Whiskey,Premium,Italy,1994,500
Irish Whiskey,Premium,Italy,1995,1000
Irish Whiskey,Premium,Italy,1996,500
Irish Whiskey,Premium,Italy,1997,1000
Irish Whiskey,Premium,Italy,1998,1000
Irish Whiskey,Premium,Italy,1999,1250
Irish Whiskey,Premium,Italy,2000,1500
Irish Whiskey,Premium,Italy,2001,2250
Irish Whiskey,Premium,Italy,2002,3000
Irish Whiskey,Premium,Italy,2003,3250
Irish Whiskey,Premium,Italy,2004,3000
Irish Whiskey,Premium,Italy,2005,3000
Irish Whiskey,Premium,Italy,2006,2000
Irish Whiskey,Premium,Italy,2007,2000
Irish Whiskey,Premium,Italy,2008,500
Irish Whiskey,Premium,Italy,2009,250
Irish Whiskey,Premium,Italy,2010,250
Irish Whiskey,Premium,Italy,2011,500
Irish Whiskey,Premium,Italy,2012,750
Irish Whiskey,Premium,Italy,2013,700
Irish Whiskey,Premium,Italy,2014,950
Irish Whiskey,Premium,Italy,2015,1200
Irish Whiskey,Premium,Italy,2016,1250
Irish Whiskey,Premium,Denmark,1990,0
Irish Whiskey,Premium,Denmark,1991,0
Irish Whiskey,Premium,Denmark,1992,0
Irish Whiskey,Premium,Denmark,1993,0
Irish Whiskey,Premium,Denmark,1994,0
Irish Whiskey,Premium,Denmark,1995,0
Irish Whiskey,Premium,Denmark,1996,0
Irish Whiskey,Premium,Denmark,1997,0
Irish Whiskey,Premium,Denmark,1998,250
Irish Whiskey,Premium,Denmark,1999,300
Irish Whiskey,Premium,Denmark,2000,250
Irish Whiskey,Premium,Denmark,2001,200
Irish Whiskey,Premium,Denmark,2002,200
Irish Whiskey,Premium,Denmark,2003,200
Irish Whiskey,Premium,Denmark,2004,200
Irish Whiskey,Premium,Denmark,2005,250
Irish Whiskey,Premium,Denmark,2006,250
Irish Whiskey,Premium,Denmark,2007,250
Irish Whiskey,Premium,Denmark,2008,200
Irish Whiskey,Premium,Denmark,2009,200
Irish Whiskey,Premium,Denmark,2010,200
Irish Whiskey,Premium,Denmark,2011,500
Irish Whiskey,Premium,Denmark,2012,750
Irish Whiskey,Premium,Denmark,2013,350
Irish Whiskey,Premium,Denmark,2014,250
Irish Whiskey,Premium,Denmark,2015,440
Irish Whiskey,Premium,Denmark,2016,1150
Irish Whiskey,Premium,DF Portugal,1990,
Irish Whiskey,Premium,DF Portugal,1991,
Irish Whiskey,Premium,DF Portugal,1992,
Irish Whiskey,Premium,DF Portugal,1993,
Irish Whiskey,Premium,DF Portugal,1994,
Irish Whiskey,Premium,DF Portugal,1995,
Irish Whiskey,Premium,DF Portugal,1996,
Irish Whiskey,Premium,DF Portugal,1997,
Irish Whiskey,Premium,DF Portugal,1998,
Irish Whiskey,Premium,DF Portugal,1999,
Irish Whiskey,Premium,DF Portugal,2000,200
Irish Whiskey,Premium,DF Portugal,2001,200
Irish Whiskey,Premium,DF Portugal,2002,175
Irish Whiskey,Premium,DF Portugal,2003,115
Irish Whiskey,Premium,DF Portugal,2004,100
Irish Whiskey,Premium,DF Portugal,2005,40
Irish Whiskey,Premium,DF Portugal,2006,80
Irish Whiskey,Premium,DF Portugal,2007,325
Irish Whiskey,Premium,DF Portugal,2008,275
Irish Whiskey,Premium,DF Portugal,2009,275
Irish Whiskey,Premium,DF Portugal,2010,275
Irish Whiskey,Premium,DF Portugal,2011,450
Irish Whiskey,Premium,DF Portugal,2012,300
Irish Whiskey,Premium,DF Portugal,2013,440
Irish Whiskey,Premium,DF Portugal,2014,885
Irish Whiskey,Premium,DF Portugal,2015,865
Irish Whiskey,Premium,DF Portugal,2016,1150
Irish Whiskey,Premium,DF Ukraine,1990,
Irish Whiskey,Premium,DF Ukraine,1991,
Irish Whiskey,Premium,DF Ukraine,1992,
Irish Whiskey,Premium,DF Ukraine,1993,
Irish Whiskey,Premium,DF Ukraine,1994,
Irish Whiskey,Premium,DF Ukraine,1995,
Irish Whiskey,Premium,DF Ukraine,1996,
Irish Whiskey,Premium,DF Ukraine,1997,
Irish Whiskey,Premium,DF Ukraine,1998,
Irish Whiskey,Premium,DF Ukraine,1999,
Irish Whiskey,Premium,DF Ukraine,2000,
Irish Whiskey,Premium,DF Ukraine,2001,
Irish Whiskey,Premium,DF Ukraine,2002,
Irish Whiskey,Premium,DF Ukraine,2003,
Irish Whiskey,Premium,DF Ukraine,2004,
Irish Whiskey,Premium,DF Ukraine,2005,
Irish Whiskey,Premium,DF Ukraine,2006,
Irish Whiskey,Premium,DF Ukraine,2007,
Irish Whiskey,Premium,DF Ukraine,2008,
Irish Whiskey,Premium,DF Ukraine,2009,
Irish Whiskey,Premium,DF Ukraine,2010,
Irish Whiskey,Premium,DF Ukraine,2011,
Irish Whiskey,Premium,DF Ukraine,2012,25
Irish Whiskey,Premium,DF Ukraine,2013,750
Irish Whiskey,Premium,DF Ukraine,2014,500
Irish Whiskey,Premium,DF Ukraine,2015,740
Irish Whiskey,Premium,DF Ukraine,2016,1075
Irish Whiskey,Premium,DF Israel,1990,
Irish Whiskey,Premium,DF Israel,1991,
Irish Whiskey,Premium,DF Israel,1992,
Irish Whiskey,Premium,DF Israel,1993,
Irish Whiskey,Premium,DF Israel,1994,
Irish Whiskey,Premium,DF Israel,1995,
Irish Whiskey,Premium,DF Israel,1996,
Irish Whiskey,Premium,DF Israel,1997,
Irish Whiskey,Premium,DF Israel,1998,
Irish Whiskey,Premium,DF Israel,1999,
Irish Whiskey,Premium,DF Israel,2000,750
Irish Whiskey,Premium,DF Israel,2001,800
Irish Whiskey,Premium,DF Israel,2002,990
Irish Whiskey,Premium,DF Israel,2003,735
Irish Whiskey,Premium,DF Israel,2004,735
Irish Whiskey,Premium,DF Israel,2005,725
Irish Whiskey,Premium,DF Israel,2006,800
Irish Whiskey,Premium,DF Israel,2007,550
Irish Whiskey,Premium,DF Israel,2008,500
Irish Whiskey,Premium,DF Israel,2009,450
Irish Whiskey,Premium,DF Israel,2010,600
Irish Whiskey,Premium,DF Israel,2011,650
Irish Whiskey,Premium,DF Israel,2012,1625
Irish Whiskey,Premium,DF Israel,2013,1800
Irish Whiskey,Premium,DF Israel,2014,1050
Irish Whiskey,Premium,DF Israel,2015,1050
Irish Whiskey,Premium,DF Israel,2016,1050
Irish Whiskey,Premium,DF Rest of CIS,1990,
Irish Whiskey,Premium,DF Rest of CIS,1991,
Irish Whiskey,Premium,DF Rest of CIS,1992,
Irish Whiskey,Premium,DF Rest of CIS,1993,
Irish Whiskey,Premium,DF Rest of CIS,1994,
Irish Whiskey,Premium,DF Rest of CIS,1995,
Irish Whiskey,Premium,DF Rest of CIS,1996,
Irish Whiskey,Premium,DF Rest of CIS,1997,
Irish Whiskey,Premium,DF Rest of CIS,1998,
Irish Whiskey,Premium,DF Rest of CIS,1999,
Irish Whiskey,Premium,DF Rest of CIS,2000,
Irish Whiskey,Premium,DF Rest of CIS,2001,
Irish Whiskey,Premium,DF Rest of CIS,2002,250
Irish Whiskey,Premium,DF Rest of CIS,2003,100
Irish Whiskey,Premium,DF Rest of CIS,2004,100
Irish Whiskey,Premium,DF Rest of CIS,2005,100
Irish Whiskey,Premium,DF Rest of CIS,2006,100
Irish Whiskey,Premium,DF Rest of CIS,2007,100
Irish Whiskey,Premium,DF Rest of CIS,2008,125
Irish Whiskey,Premium,DF Rest of CIS,2009,150
Irish Whiskey,Premium,DF Rest of CIS,2010,225
Irish Whiskey,Premium,DF Rest of CIS,2011,500
Irish Whiskey,Premium,DF Rest of CIS,2012,1400
Irish Whiskey,Premium,DF Rest of CIS,2013,850
Irish Whiskey,Premium,DF Rest of CIS,2014,1200
Irish Whiskey,Premium,DF Rest of CIS,2015,1375
Irish Whiskey,Premium,DF Rest of CIS,2016,950
Irish Whiskey,Premium,DF Italy,1990,
Irish Whiskey,Premium,DF Italy,1991,
Irish Whiskey,Premium,DF Italy,1992,
Irish Whiskey,Premium,DF Italy,1993,
Irish Whiskey,Premium,DF Italy,1994,500
Irish Whiskey,Premium,DF Italy,1995,450
Irish Whiskey,Premium,DF Italy,1996,475
Irish Whiskey,Premium,DF Italy,1997,530
Irish Whiskey,Premium,DF Italy,1998,485
Irish Whiskey,Premium,DF Italy,1999,390
Irish Whiskey,Premium,DF Italy,2000,150
Irish Whiskey,Premium,DF Italy,2001,250
Irish Whiskey,Premium,DF Italy,2002,425
Irish Whiskey,Premium,DF Italy,2003,150
Irish Whiskey,Premium,DF Italy,2004,125
Irish Whiskey,Premium,DF Italy,2005,200
Irish Whiskey,Premium,DF Italy,2006,300
Irish Whiskey,Premium,DF Italy,2007,525
Irish Whiskey,Premium,DF Italy,2008,650
Irish Whiskey,Premium,DF Italy,2009,500
Irish Whiskey,Premium,DF Italy,2010,425
Irish Whiskey,Premium,DF Italy,2011,565
Irish Whiskey,Premium,DF Italy,2012,800
Irish Whiskey,Premium,DF Italy,2013,1075
Irish Whiskey,Premium,DF Italy,2014,500
Irish Whiskey,Premium,DF Italy,2015,675
Irish Whiskey,Premium,DF Italy,2016,925
Irish Whiskey,Premium,DF New Zealand,1990,
Irish Whiskey,Premium,DF New Zealand,1991,
Irish Whiskey,Premium,DF New Zealand,1992,
Irish Whiskey,Premium,DF New Zealand,1993,
Irish Whiskey,Premium,DF New Zealand,1994,
Irish Whiskey,Premium,DF New Zealand,1995,
Irish Whiskey,Premium,DF New Zealand,1996,
Irish Whiskey,Premium,DF New Zealand,1997,
Irish Whiskey,Premium,DF New Zealand,1998,
Irish Whiskey,Premium,DF New Zealand,1999,
Irish Whiskey,Premium,DF New Zealand,2000,325
Irish Whiskey,Premium,DF New Zealand,2001,475
Irish Whiskey,Premium,DF New Zealand,2002,425
Irish Whiskey,Premium,DF New Zealand,2003,400
Irish Whiskey,Premium,DF New Zealand,2004,300
Irish Whiskey,Premium,DF New Zealand,2005,275
Irish Whiskey,Premium,DF New Zealand,2006,275
Irish Whiskey,Premium,DF New Zealand,2007,375
Irish Whiskey,Premium,DF New Zealand,2008,350
Irish Whiskey,Premium,DF New Zealand,2009,525
Irish Whiskey,Premium,DF New Zealand,2010,775
Irish Whiskey,Premium,DF New Zealand,2011,550
Irish Whiskey,Premium,DF New Zealand,2012,1125
Irish Whiskey,Premium,DF New Zealand,2013,585
Irish Whiskey,Premium,DF New Zealand,2014,515
Irish Whiskey,Premium,DF New Zealand,2015,450
Irish Whiskey,Premium,DF New Zealand,2016,925
Irish Whiskey,Premium,DF Austria,1990,
Irish Whiskey,Premium,DF Austria,1991,
Irish Whiskey,Premium,DF Austria,1992,
Irish Whiskey,Premium,DF Austria,1993,
Irish Whiskey,Premium,DF Austria,1994,
Irish Whiskey,Premium,DF Austria,1995,
Irish Whiskey,Premium,DF Austria,1996,
Irish Whiskey,Premium,DF Austria,1997,
