Category,Quality,Country,Year,Cases
Irish Whiskey,Premium,Russia,2011,14500
Irish Whiskey,Premium,Russia,2012,20000
Irish Whiskey,Premium,Russia,2013,20000
Irish Whiskey,Premium,Russia,2014,18700
Irish Whiskey,Premium,Russia,2015,13250
Irish Whiskey,Premium,Russia,2016,13500
Irish Whiskey,Premium,DF Germany,1990,3500
Irish Whiskey,Premium,DF Germany,1991,3500
Irish Whiskey,Premium,DF Germany,1992,3500
Irish Whiskey,Premium,DF Germany,1993,2500
Irish Whiskey,Premium,DF Germany,1994,3450
Irish Whiskey,Premium,DF Germany,1995,3700
Irish Whiskey,Premium,DF Germany,1996,5500
Irish Whiskey,Premium,DF Germany,1997,6000
Irish Whiskey,Premium,DF Germany,1998,7750
Irish Whiskey,Premium,DF Germany,1999,3500
Irish Whiskey,Premium,DF Germany,2000,2000
Irish Whiskey,Premium,DF Germany,2001,3000
Irish Whiskey,Premium,DF Germany,2002,5250
Irish Whiskey,Premium,DF Germany,2003,5145
Irish Whiskey,Premium,DF Germany,2004,4990
Irish Whiskey,Premium,DF Germany,2005,4735
Irish Whiskey,Premium,DF Germany,2006,5240
Irish Whiskey,Premium,DF Germany,2007,5340
Irish Whiskey,Premium,DF Germany,2008,5440
Irish Whiskey,Premium,DF Germany,2009,4300
Irish Whiskey,Premium,DF Germany,2010,4500
Irish Whiskey,Premium,DF Germany,2011,4080
Irish Whiskey,Premium,DF Germany,2012,3305
Irish Whiskey,Premium,DF Germany,2013,5045
Irish Whiskey,Premium,DF Germany,2014,7575
Irish Whiskey,Premium,DF Germany,2015,8050
Irish Whiskey,Premium,DF Germany,2016,9535
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1990,500
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1991,1500
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1992,1500
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1993,1500
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1994,1700
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1995,2700
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1996,2975
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1997,3475
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1998,6725
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),1999,6230
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2000,5385
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2001,4250
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2002,6500
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2003,6325
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2004,5400
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2005,4150
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2006,4925
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2007,3950
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2008,6675
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2009,5650
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2010,5550
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2011,6820
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2012,5525
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2013,7415
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2014,9420
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2015,9135
Irish Whiskey,Premium,DF Nordic Countries - (All Countries),2016,9435
Irish Whiskey,Premium,Bulgaria,1990,
Irish Whiskey,Premium,Bulgaria,1991,
Irish Whiskey,Premium,Bulgaria,1992,
Irish Whiskey,Premium,Bulgaria,1993,
Irish Whiskey,Premium,Bulgaria,1994,
Irish Whiskey,Premium,Bulgaria,1995,
Irish Whiskey,Premium,Bulgaria,1996,
Irish Whiskey,Premium,Bulgaria,1997,
Irish Whiskey,Premium,Bulgaria,1998,
Irish Whiskey,Premium,Bulgaria,1999,
Irish Whiskey,Premium,Bulgaria,2000,
Irish Whiskey,Premium,Bulgaria,2001,40
Irish Whiskey,Premium,Bulgaria,2002,70
Irish Whiskey,Premium,Bulgaria,2003,870
Irish Whiskey,Premium,Bulgaria,2004,970
Irish Whiskey,Premium,Bulgaria,2005,1020
Irish Whiskey,Premium,Bulgaria,2006,2050
Irish Whiskey,Premium,Bulgaria,2007,3150
Irish Whiskey,Premium,Bulgaria,2008,6050
Irish Whiskey,Premium,Bulgaria,2009,4350
Irish Whiskey,Premium,Bulgaria,2010,5600
Irish Whiskey,Premium,Bulgaria,2011,5300
Irish Whiskey,Premium,Bulgaria,2012,5550
Irish Whiskey,Premium,Bulgaria,2013,6750
Irish Whiskey,Premium,Bulgaria,2014,7650
Irish Whiskey,Premium,Bulgaria,2015,8140
Irish Whiskey,Premium,Bulgaria,2016,9000
Irish Whiskey,Premium,Netherlands,1990,1000
Irish Whiskey,Premium,Netherlands,1991,1000
Irish Whiskey,Premium,Netherlands,1992,900
Irish Whiskey,Premium,Netherlands,1993,900
Irish Whiskey,Premium,Netherlands,1994,900
Irish Whiskey,Premium,Netherlands,1995,600
Irish Whiskey,Premium,Netherlands,1996,1000
Irish Whiskey,Premium,Netherlands,1997,1400
Irish Whiskey,Premium,Netherlands,1998,1850
Irish Whiskey,Premium,Netherlands,1999,1850
Irish Whiskey,Premium,Netherlands,2000,2250
Irish Whiskey,Premium,Netherlands,2001,2900
Irish Whiskey,Premium,Netherlands,2002,3500
Irish Whiskey,Premium,Netherlands,2003,3250
Irish Whiskey,Premium,Netherlands,2004,3500
Irish Whiskey,Premium,Netherlands,2005,3000
Irish Whiskey,Premium,Netherlands,2006,2500
Irish Whiskey,Premium,Netherlands,2007,2750
Irish Whiskey,Premium,Netherlands,2008,2630
Irish Whiskey,Premium,Netherlands,2009,3430
Irish Whiskey,Premium,Netherlands,2010,4700
Irish Whiskey,Premium,Netherlands,2011,6700
Irish Whiskey,Premium,Netherlands,2012,8550
Irish Whiskey,Premium,Netherlands,2013,8250
Irish Whiskey,Premium,Netherlands,2014,8500
Irish Whiskey,Premium,Netherlands,2015,5750
Irish Whiskey,Premium,Netherlands,2016,8950
Irish Whiskey,Premium,DF Russia,1990,
Irish Whiskey,Premium,DF Russia,1991,
Irish Whiskey,Premium,DF Russia,1992,
Irish Whiskey,Premium,DF Russia,1993,
Irish Whiskey,Premium,DF Russia,1994,
Irish Whiskey,Premium,DF Russia,1995,
Irish Whiskey,Premium,DF Russia,1996,
Irish Whiskey,Premium,DF Russia,1997,
Irish Whiskey,Premium,DF Russia,1998,
Irish Whiskey,Premium,DF Russia,1999,
Irish Whiskey,Premium,DF Russia,2000,
Irish Whiskey,Premium,DF Russia,2001,1475
Irish Whiskey,Premium,DF Russia,2002,1980
Irish Whiskey,Premium,DF Russia,2003,2000
Irish Whiskey,Premium,DF Russia,2004,2025
Irish Whiskey,Premium,DF Russia,2005,2075
Irish Whiskey,Premium,DF Russia,2006,1875
Irish Whiskey,Premium,DF Russia,2007,1600
Irish Whiskey,Premium,DF Russia,2008,1950
Irish Whiskey,Premium,DF Russia,2009,3125
Irish Whiskey,Premium,DF Russia,2010,4475
Irish Whiskey,Premium,DF Russia,2011,7515
Irish Whiskey,Premium,DF Russia,2012,8950
Irish Whiskey,Premium,DF Russia,2013,9650
Irish Whiskey,Premium,DF Russia,2014,8700
Irish Whiskey,Premium,DF Russia,2015,6790
Irish Whiskey,Premium,DF Russia,2016,8210
Irish Whiskey,Premium,Australia,1990,0
Irish Whiskey,Premium,Australia,1991,0
Irish Whiskey,Premium,Australia,1992,0
Irish Whiskey,Premium,Australia,1993,500
Irish Whiskey,Premium,Australia,1994,500
Irish Whiskey,Premium,Australia,1995,500
Irish Whiskey,Premium,Australia,1996,1250
Irish Whiskey,Premium,Australia,1997,1250
Irish Whiskey,Premium,Australia,1998,1300
Irish Whiskey,Premium,Australia,1999,2000
Irish Whiskey,Premium,Australia,2000,2250
Irish Whiskey,Premium,Australia,2001,2500
Irish Whiskey,Premium,Australia,2002,2750
Irish Whiskey,Premium,Australia,2003,3000
Irish Whiskey,Premium,Australia,2004,4250
Irish Whiskey,Premium,Australia,2005,3000
Irish Whiskey,Premium,Australia,2006,3250
Irish Whiskey,Premium,Australia,2007,3250
Irish Whiskey,Premium,Australia,2008,3750
Irish Whiskey,Premium,Australia,2009,3650
Irish Whiskey,Premium,Australia,2010,3500
Irish Whiskey,Premium,Australia,2011,2750
Irish Whiskey,Premium,Australia,2012,3100
Irish Whiskey,Premium,Australia,2013,5650
Irish Whiskey,Premium,Australia,2014,4150
Irish Whiskey,Premium,Australia,2015,4500
Irish Whiskey,Premium,Australia,2016,7750
Irish Whiskey,Premium,Portugal,1990,0
Irish Whiskey,Premium,Portugal,1991,
Irish Whiskey,Premium,Portugal,1992,
Irish Whiskey,Premium,Portugal,1993,100
Irish Whiskey,Premium,Portugal,1994,200
Irish Whiskey,Premium,Portugal,1995,550
Irish Whiskey,Premium,Portugal,1996,850
Irish Whiskey,Premium,Portugal,1997,1450
Irish Whiskey,Premium,Portugal,1998,2050
Irish Whiskey,Premium,Portugal,1999,2500
Irish Whiskey,Premium,Portugal,2000,2950
Irish Whiskey,Premium,Portugal,2001,3500
Irish Whiskey,Premium,Portugal,2002,3150
Irish Whiskey,Premium,Portugal,2003,2800
Irish Whiskey,Premium,Portugal,2004,3400
Irish Whiskey,Premium,Portugal,2005,2470
Irish Whiskey,Premium,Portugal,2006,2500
Irish Whiskey,Premium,Portugal,2007,2500
Irish Whiskey,Premium,Portugal,2008,2250
Irish Whiskey,Premium,Portugal,2009,1950
Irish Whiskey,Premium,Portugal,2010,2200
Irish Whiskey,Premium,Portugal,2011,1250
Irish Whiskey,Premium,Portugal,2012,1650
Irish Whiskey,Premium,Portugal,2013,2200
Irish Whiskey,Premium,Portugal,2014,3100
Irish Whiskey,Premium,Portugal,2015,3450
Irish Whiskey,Premium,Portugal,2016,7350
Irish Whiskey,Premium,Mexico,1990,
Irish Whiskey,Premium,Mexico,1991,
Irish Whiskey,Premium,Mexico,1992,
Irish Whiskey,Premium,Mexico,1993,
Irish Whiskey,Premium,Mexico,1994,
Irish Whiskey,Premium,Mexico,1995,
Irish Whiskey,Premium,Mexico,1996,
Irish Whiskey,Premium,Mexico,1997,
Irish Whiskey,Premium,Mexico,1998,
Irish Whiskey,Premium,Mexico,1999,
Irish Whiskey,Premium,Mexico,2000,
Irish Whiskey,Premium,Mexico,2001,
Irish Whiskey,Premium,Mexico,2002,
Irish Whiskey,Premium,Mexico,2003,
Irish Whiskey,Premium,Mexico,2004,
Irish Whiskey,Premium,Mexico,2005,
Irish Whiskey,Premium,Mexico,2006,
Irish Whiskey,Premium,Mexico,2007,
Irish Whiskey,Premium,Mexico,2008,
Irish Whiskey,Premium,Mexico,2009,
Irish Whiskey,Premium,Mexico,2010,
Irish Whiskey,Premium,Mexico,2011,
Irish Whiskey,Premium,Mexico,2012,
Irish Whiskey,Premium,Mexico,2013,
Irish Whiskey,Premium,Mexico,2014,
Irish Whiskey,Premium,Mexico,2015,900
Irish Whiskey,Premium,Mexico,2016,6800
Irish Whiskey,Premium,Czech Republic,1990,
Irish Whiskey,Premium,Czech Republic,1991,
Irish Whiskey,Premium,Czech Republic,1992,
Irish Whiskey,Premium,Czech Republic,1993,
Irish Whiskey,Premium,Czech Republic,1994,
Irish Whiskey,Premium,Czech Republic,1995,
Irish Whiskey,Premium,Czech Republic,1996,
Irish Whiskey,Premium,Czech Republic,1997,
Irish Whiskey,Premium,Czech Republic,1998,0
Irish Whiskey,Premium,Czech Republic,1999,0
Irish Whiskey,Premium,Czech Republic,2000,650
Irish Whiskey,Premium,Czech Republic,2001,750
Irish Whiskey,Premium,Czech Republic,2002,1000
Irish Whiskey,Premium,Czech Republic,2003,1240
Irish Whiskey,Premium,Czech Republic,2004,1030
Irish Whiskey,Premium,Czech Republic,2005,520
Irish Whiskey,Premium,Czech Republic,2006,500
Irish Whiskey,Premium,Czech Republic,2007,1050
Irish Whiskey,Premium,Czech Republic,2008,1050
Irish Whiskey,Premium,Czech Republic,2009,1250
Irish Whiskey,Premium,Czech Republic,2010,6750
Irish Whiskey,Premium,Czech Republic,2011,8150
Irish Whiskey,Premium,Czech Republic,2012,6600
Irish Whiskey,Premium,Czech Republic,2013,8750
Irish Whiskey,Premium,Czech Republic,2014,9250
Irish Whiskey,Premium,Czech Republic,2015,9000
Irish Whiskey,Premium,Czech Republic,2016,6500
Irish Whiskey,Premium,Poland,1990,
Irish Whiskey,Premium,Poland,1991,
Irish Whiskey,Premium,Poland,1992,
Irish Whiskey,Premium,Poland,1993,
Irish Whiskey,Premium,Poland,1994,
Irish Whiskey,Premium,Poland,1995,
Irish Whiskey,Premium,Poland,1996,
Irish Whiskey,Premium,Poland,1997,
Irish Whiskey,Premium,Poland,1998,
Irish Whiskey,Premium,Poland,1999,
Irish Whiskey,Premium,Poland,2000,
Irish Whiskey,Premium,Poland,2001,
Irish Whiskey,Premium,Poland,2002,
Irish Whiskey,Premium,Poland,2003,
Irish Whiskey,Premium,Poland,2004,
Irish Whiskey,Premium,Poland,2005,
Irish Whiskey,Premium,Poland,2006,500
Irish Whiskey,Premium,Poland,2007,600
Irish Whiskey,Premium,Poland,2008,3800
Irish Whiskey,Premium,Poland,2009,2400
Irish Whiskey,Premium,Poland,2010,2500
Irish Whiskey,Premium,Poland,2011,3500
Irish Whiskey,Premium,Poland,2012,4200
Irish Whiskey,Premium,Poland,2013,4700
Irish Whiskey,Premium,Poland,2014,6050
Irish Whiskey,Premium,Poland,2015,5600
Irish Whiskey,Premium,Poland,2016,5500
Irish Whiskey,Premium,DF Australia,1990,
Irish Whiskey,Premium,DF Australia,1991,
Irish Whiskey,Premium,DF Australia,1992,
Irish Whiskey,Premium,DF Australia,1993,
Irish Whiskey,Premium,DF Australia,1994,
Irish Whiskey,Premium,DF Australia,1995,
Irish Whiskey,Premium,DF Australia,1996,
Irish Whiskey,Premium,DF Australia,1997,
Irish Whiskey,Premium,DF Australia,1998,
Irish Whiskey,Premium,DF Australia,1999,
Irish Whiskey,Premium,DF Australia,2000,800
Irish Whiskey,Premium,DF Australia,2001,100
Irish Whiskey,Premium,DF Australia,2002,750
Irish Whiskey,Premium,DF Australia,2003,550
Irish Whiskey,Premium,DF Australia,2004,1250
Irish Whiskey,Premium,DF Australia,2005,1300
Irish Whiskey,Premium,DF Australia,2006,1500
Irish Whiskey,Premium,DF Australia,2007,2075
Irish Whiskey,Premium,DF Australia,2008,2075
Irish Whiskey,Premium,DF Australia,2009,3050
Irish Whiskey,Premium,DF Australia,2010,2850
Irish Whiskey,Premium,DF Australia,2011,3200
Irish Whiskey,Premium,DF Australia,2012,4100
Irish Whiskey,Premium,DF Australia,2013,4000
Irish Whiskey,Premium,DF Australia,2014,3550
Irish Whiskey,Premium,DF Australia,2015,3800
Irish Whiskey,Premium,DF Australia,2016,4900
Irish Whiskey,Premium,DF US/Canada,1990,3000
Irish Whiskey,Premium,DF US/Canada,1991,3000
Irish Whiskey,Premium,DF US/Canada,1992,3500
Irish Whiskey,Premium,DF US/Canada,1993,3000
Irish Whiskey,Premium,DF US/Canada,1994,3700
Irish Whiskey,Premium,DF US/Canada,1995,3600
Irish Whiskey,Premium,DF US/Canada,1996,3525
Irish Whiskey,Premium,DF US/Canada,1997,3250
Irish Whiskey,Premium,DF US/Canada,1998,3850
Irish Whiskey,Premium,DF US/Canada,1999,4600
Irish Whiskey,Premium,DF US/Canada,2000,4450
Irish Whiskey,Premium,DF US/Canada,2001,4225
Irish Whiskey,Premium,DF US/Canada,2002,2975
Irish Whiskey,Premium,DF US/Canada,2003,2475
Irish Whiskey,Premium,DF US/Canada,2004,2950
Irish Whiskey,Premium,DF US/Canada,2005,2675
Irish Whiskey,Premium,DF US/Canada,2006,3175
Irish Whiskey,Premium,DF US/Canada,2007,4225
Irish Whiskey,Premium,DF US/Canada,2008,4975
Irish Whiskey,Premium,DF US/Canada,2009,2000
Irish Whiskey,Premium,DF US/Canada,2010,3250
Irish Whiskey,Premium,DF US/Canada,2011,4900
Irish Whiskey,Premium,DF US/Canada,2012,3875
Irish Whiskey,Premium,DF US/Canada,2013,3810
Irish Whiskey,Premium,DF US/Canada,2014,6600
Irish Whiskey,Premium,DF US/Canada,2015,4500
Irish Whiskey,Premium,DF US/Canada,2016,4445
Irish Whiskey,Premium,Austria,1990,
Irish Whiskey,Premium,Austria,1991,
Irish Whiskey,Premium,Austria,1992,
Irish Whiskey,Premium,Austria,1993,
Irish Whiskey,Premium,Austria,1994,
Irish Whiskey,Premium,Austria,1995,
Irish Whiskey,Premium,Austria,1996,
Irish Whiskey,Premium,Austria,1997,
Irish Whiskey,Premium,Austria,1998,250
Irish Whiskey,Premium,Austria,1999,400
Irish Whiskey,Premium,Austria,2000,350
Irish Whiskey,Premium,Austria,2001,420
Irish Whiskey,Premium,Austria,2002,630
Irish Whiskey,Premium,Austria,2003,960
Irish Whiskey,Premium,Austria,2004,960
Irish Whiskey,Premium,Austria,2005,1430
Irish Whiskey,Premium,Austria,2006,1870
Irish Whiskey,Premium,Austria,2007,1920
Irish Whiskey,Premium,Austria,2008,3100
Irish Whiskey,Premium,Austria,2009,3070
Irish Whiskey,Premium,Austria,2010,3300
Irish Whiskey,Premium,Austria,2011,3350
Irish Whiskey,Premium,Austria,2012,3550
Irish Whiskey,Premium,Austria,2013,3650
Irish Whiskey,Premium,Austria,2014,3100
Irish Whiskey,Premium,Austria,2015,3800
Irish Whiskey,Premium,Austria,2016,4250
Irish Whiskey,Premium,DF Switzerland,1990,
Irish Whiskey,Premium,DF Switzerland,1991,
Irish Whiskey,Premium,DF Switzerland,1992,
Irish Whiskey,Premium,DF Switzerland,1993,
Irish Whiskey,Premium,DF Switzerland,1994,500
Irish Whiskey,Premium,DF Switzerland,1995,500
Irish Whiskey,Premium,DF Switzerland,1996,500
Irish Whiskey,Premium,DF Switzerland,1997,750
Irish Whiskey,Premium,DF Switzerland,1998,750
Irish Whiskey,Premium,DF Switzerland,1999,750
Irish Whiskey,Premium,DF Switzerland,2000,650
Irish Whiskey,Premium,DF Switzerland,2001,645
Irish Whiskey,Premium,DF Switzerland,2002,690
Irish Whiskey,Premium,DF Switzerland,2003,745
Irish Whiskey,Premium,DF Switzerland,2004,740
Irish Whiskey,Premium,DF Switzerland,2005,665
Irish Whiskey,Premium,DF Switzerland,2006,600
Irish Whiskey,Premium,DF Switzerland,2007,500
Irish Whiskey,Premium,DF Switzerland,2008,900
Irish Whiskey,Premium,DF Switzerland,2009,650
Irish Whiskey,Premium,DF Switzerland,2010,700
Irish Whiskey,Premium,DF Switzerland,2011,1000
Irish Whiskey,Premium,DF Switzerland,2012,1400
Irish Whiskey,Premium,DF Switzerland,2013,2915
Irish Whiskey,Premium,DF Switzerland,2014,3815
Irish Whiskey,Premium,DF Switzerland,2015,3750
Irish Whiskey,Premium,DF Switzerland,2016,3750
Irish Whiskey,Premium,DF Gulf - (All Countries),1990,
Irish Whiskey,Premium,DF Gulf - (All Countries),1991,
Irish Whiskey,Premium,DF Gulf - (All Countries),1992,
Irish Whiskey,Premium,DF Gulf - (All Countries),1993,
Irish Whiskey,Premium,DF Gulf - (All Countries),1994,
Irish Whiskey,Premium,DF Gulf - (All Countries),1995,
Irish Whiskey,Premium,DF Gulf - (All Countries),1996,
Irish Whiskey,Premium,DF Gulf - (All Countries),1997,
Irish Whiskey,Premium,DF Gulf - (All Countries),1998,
Irish Whiskey,Premium,DF Gulf - (All Countries),1999,
Irish Whiskey,Premium,DF Gulf - (All Countries),2000,500
Irish Whiskey,Premium,DF Gulf - (All Countries),2001,450
Irish Whiskey,Premium,DF Gulf - (All Countries),2002,500
Irish Whiskey,Premium,DF Gulf - (All Countries),2003,350
Irish Whiskey,Premium,DF Gulf - (All Countries),2004,325
Irish Whiskey,Premium,DF Gulf - (All Countries),2005,325
Irish Whiskey,Premium,DF Gulf - (All Countries),2006,450
Irish Whiskey,Premium,DF Gulf - (All Countries),2007,525
Irish Whiskey,Premium,DF Gulf - (All Countries),2008,1250
Irish Whiskey,Premium,DF Gulf - (All Countries),2009,1000
Irish Whiskey,Premium,DF Gulf - (All Countries),2010,1175
Irish Whiskey,Premium,DF Gulf - (All Countries),2011,1725
Irish Whiskey,Premium,DF Gulf - (All Countries),2012,2365
Irish Whiskey,Premium,DF Gulf - (All Countries),2013,6040
Irish Whiskey,Premium,DF Gulf - (All Countries),2014,3060
Irish Whiskey,Premium,DF Gulf - (All Countries),2015,3570
Irish Whiskey,Premium,DF Gulf - (All Countries),2016,3720
Irish Whiskey,Premium,DF France,1990,2000
Irish Whiskey,Premium,DF France,1991,2500
Irish Whiskey,Premium,DF France,1992,3000
Irish Whiskey,Premium,DF France,1993,3250
Irish Whiskey,Premium,DF France,1994,3000
Irish Whiskey,Premium,DF France,1995,3950
Irish Whiskey,Premium,DF France,1996,4625
Irish Whiskey,Premium,DF France,1997,4875
Irish Whiskey,Premium,DF France,1998,4700
Irish Whiskey,Premium,DF France,1999,2505
Irish Whiskey,Premium,DF France,2000,1235
Irish Whiskey,Premium,DF France,2001,2090
Irish Whiskey,Premium,DF France,2002,3135
Irish Whiskey,Premium,DF France,2003,2235
Irish Whiskey,Premium,DF France,2004,2065
Irish Whiskey,Premium,DF France,2005,1985
Irish Whiskey,Premium,DF France,2006,1715
Irish Whiskey,Premium,DF France,2007,1790
Irish Whiskey,Premium,DF France,2008,2140
Irish Whiskey,Premium,DF France,2009,1850
Irish Whiskey,Premium,DF France,2010,3000
Irish Whiskey,Premium,DF France,2011,3375
Irish Whiskey,Premium,DF France,2012,3825
Irish Whiskey,Premium,DF France,2013,4000
Irish Whiskey,Premium,DF France,2014,3935
Irish Whiskey,Premium,DF France,2015,3685
Irish Whiskey,Premium,DF France,2016,3685
Irish Whiskey,Premium,Sweden,1990,100
Irish Whiskey,Premium,Sweden,1991,200
Irish Whiskey,Premium,Sweden,1992,1100
Irish Whiskey,Premium,Sweden,1993,2100
Irish Whiskey,Premium,Sweden,1994,2100
Irish Whiskey,Premium,Sweden,1995,1500
Irish Whiskey,Premium,Sweden,1996,1600
Irish Whiskey,Premium,Sweden,1997,1700
Irish Whiskey,Premium,Sweden,1998,2000
Irish Whiskey,Premium,Sweden,1999,2250
Irish Whiskey,Premium,Sweden,2000,3000
Irish Whiskey,Premium,Sweden,2001,3150
